File Name,File Path,Detected Type
File020,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File020,Unknown
File033,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File033,Unknown
File050,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File050,Unknown
File009,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File009,PNG
File021,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File021,Unknown
File022,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File022,PDF
File049,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File049,"UTF-8(TEXT,BOM)"
File023,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File023,MP3(ID3)
File054,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File054,"UTF-8(TEXT,BOM)"
File039,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File039,"UTF-8(TEXT,BOM)"
File024,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File024,PE/EXE
File025,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File025,PE/EXE
File026,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File026,Unknown
File037,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File037,ZIP
File038,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File038,Unknown
File092,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File092,PE/EXE
File096,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File096,ZIP
File097,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File097,Unknown
File040,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File040,Unknown
File051,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File051,PE/EXE
File041,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File041,PNG
File042,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File042,PE/EXE
File043,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File043,ZIP
File001,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File001,PE/EXE
File044,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File044,Unknown
File045,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File045,JPEG
File002,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File002,"UTF-8(TEXT,BOM)"
File046,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File046,PE/EXE
File093,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File093,ZIP
File008,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File008,PNG
File047,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File047,PE/EXE
File048,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File048,"UTF-8(TEXT,BOM)"
File098,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File098,PNG
File052,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File052,JPEG
File055,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File055,Unknown
File118,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File118,PE/EXE
File053,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File053,JPEG
File057,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File057,"UTF-8(TEXT,BOM)"
File087,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File087,ZIP
File056,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File056,ZIP
File058,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File058,Unknown
File103,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File103,PDF
File059,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File059,PNG
File064,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File064,Unknown
File060,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File060,PE/EXE
File062,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File062,PE/EXE
File099,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File099,Unknown
File063,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File063,MP3(ID3)
File065,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File065,Unknown
File066,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File066,PDF
File067,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File067,PE/EXE
File091,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File091,Unknown
File068,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File068,PNG
File088,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File088,Unknown
File069,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File069,PNG
File070,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File070,PNG
File110,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File110,Unknown
File071,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File071,PE/EXE
File072,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File072,PNG
File115,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File115,PE/EXE
File073,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File073,JPEG
File104,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File104,ZIP
File074,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File074,ZIP
File094,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File094,ZIP
File086,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File086,Unknown
File075,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File075,PE/EXE
File089,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File089,JPEG
File076,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File076,ZIP
File102,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File102,Unknown
File077,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File077,"UTF-8(TEXT,BOM)"
File078,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File078,JPEG
File122,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File122,ZIP
File079,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File079,Unknown
File116,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File116,ZIP
File080,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File080,PE/EXE
File090,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File090,JPEG
File081,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File081,PE/EXE
File112,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File112,Unknown
File083,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File083,Unknown
File100,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File100,ZIP
File129,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File129,PDF
File084,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File084,PDF
File085,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File085,ZIP
File101,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File101,PE/EXE
File128,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File128,Unknown
File105,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File105,PNG
File139,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File139,Unknown
File119,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File119,"UTF-8(TEXT,BOM)"
File106,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File106,Unknown
File137,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File137,Unknown
File120,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File120,"UTF-8(TEXT,BOM)"
File107,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File107,JPEG
File109,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File109,Unknown
File132,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File132,PDF
File108,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File108,PNG
e6d90a9c7d95eb53a4b69129ec595232a834016e,C:\Windows\SoftwareDistribution\Download\e6d90a9c7d95eb53a4b69129ec595232a834016e,PE/EXE
File143,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File143,JPEG
File133,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File133,JPEG
File121,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File121,ZIP
File179,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File179,Unknown
File142,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File142,ZIP
File111,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File111,ZIP
File144,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File144,ZIP
File172,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File172,Unknown
File113,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File113,JPEG
File123,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File123,PDF
File114,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File114,PDF
File124,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File124,JPEG
File125,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File125,PNG
File153,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File153,ZIP
File126,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File126,PNG
File130,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File130,ZIP
File145,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File145,ZIP
File127,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File127,JPEG
File150,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File150,ZIP
File178,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File178,"UTF-8(TEXT,BOM)"
File131,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File131,ZIP
File165,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File165,"UTF-8(TEXT,BOM)"
File135,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File135,PDF
File140,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File140,JPEG
File134,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File134,ZIP
File141,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File141,PE/EXE
File151,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File151,ZIP
File136,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File136,Unknown
File148,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File148,Unknown
File163,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File163,JPEG
File146,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File146,PE/EXE
File147,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File147,Unknown
File152,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File152,JPEG
File149,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File149,ZIP
File154,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File154,Unknown
File171,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File171,ZIP
File201,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File201,PE/EXE
File155,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File155,PE/EXE
File173,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File173,PE/EXE
File198,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File198,ZIP
File156,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File156,PDF
File175,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File175,"UTF-8(TEXT,BOM)"
File157,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File157,Unknown
File158,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File158,"UTF-8(TEXT,BOM)"
File174,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File174,Unknown
File159,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File159,PE/EXE
File166,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File166,PE/EXE
File160,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File160,PE/EXE
File161,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File161,ZIP
File162,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File162,ZIP
File164,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File164,PE/EXE
File167,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File167,Unknown
File181,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File181,ZIP
File168,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File168,Unknown
File169,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File169,"UTF-8(TEXT,BOM)"
File197,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File197,ZIP
File170,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File170,ZIP
File219,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File219,JPEG
File195,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File195,Unknown
File176,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File176,PE/EXE
File177,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File177,PE/EXE
File180,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File180,PE/EXE
File207,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File207,PE/EXE
File182,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File182,PDF
File194,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File194,ZIP
File183,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File183,ZIP
File190,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File190,PNG
File189,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File189,ZIP
File184,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File184,PNG
File185,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File185,ZIP
File186,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File186,Unknown
File208,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File208,ZIP
File187,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File187,ZIP
File188,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File188,Unknown
File191,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File191,ZIP
File192,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File192,Unknown
File196,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File196,ZIP
File193,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File193,ZIP
File206,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File206,ZIP
File199,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File199,PDF
File200,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File200,PE/EXE
File202,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File202,Unknown
File209,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File209,PDF
File203,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File203,"UTF-8(TEXT,BOM)"
File204,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File204,"UTF-8(TEXT,BOM)"
File210,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File210,ZIP
File205,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File205,JPEG
File212,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File212,Unknown
File211,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File211,ZIP
File216,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File216,"UTF-8(TEXT,BOM)"
File213,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File213,PE/EXE
File214,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File214,JPEG
File215,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File215,"UTF-8(TEXT,BOM)"
File217,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File217,Unknown
File218,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File218,PNG
File220,C:\Users\John\Desktop\NSSECU3_projects\MP2_demontime\gpt5.2\File\File220,Unknown
fileCoreHostExe,C:\Windows\Installer\$PatchCache$\Managed\EC132EC82F9BA884CB06AFC15E488BD5\64.92.45415\fileCoreHostExe,PE/EXE
File054,E:\Users\John\Documents\File054,"UTF-8(TEXT,BOM)"
File049,E:\Users\John\Documents\File049,"UTF-8(TEXT,BOM)"
File053,E:\Users\John\Documents\File053,JPEG
File061,E:\Users\John\Documents\File061,Unknown
File060,E:\Users\John\Documents\File060,PE/EXE
File036,E:\Users\John\Documents\File036,PNG
File057,E:\Users\John\Documents\File057,"UTF-8(TEXT,BOM)"
File071,E:\Users\John\Documents\File071,PE/EXE
File078,E:\Users\John\Documents\File078,JPEG
File083,E:\Users\John\Documents\File083,Unknown
File089,E:\Users\John\Documents\File089,JPEG
File058,E:\Users\John\Documents\File058,Unknown
File035,E:\Users\John\Documents\File035,ZIP
File090,E:\Users\John\Documents\File090,JPEG
File072,E:\Users\John\Documents\File072,PNG
File016,E:\Users\John\Documents\File016,Unknown
File033,E:\Users\John\Documents\File033,Unknown
File063,E:\Users\John\Documents\File063,MP3(ID3)
File059,E:\Users\John\Documents\File059,PNG
File031,E:\Users\John\Documents\File031,ZIP
File077,E:\Users\John\Documents\File077,"UTF-8(TEXT,BOM)"
File087,E:\Users\John\Documents\File087,ZIP
File055,E:\Users\John\Documents\File055,Unknown
File056,E:\Users\John\Documents\File056,ZIP
File050,E:\Users\John\Documents\File050,Unknown
File002,E:\Users\John\Documents\File002,"UTF-8(TEXT,BOM)"
File011,E:\Users\John\Documents\File011,ZIP
File023,E:\Users\John\Documents\File023,MP3(ID3)
File022,E:\Users\John\Documents\File022,PDF
File051,E:\Users\John\Documents\File051,PE/EXE
File024,E:\Users\John\Documents\File024,PE/EXE
File021,E:\Users\John\Documents\File021,Unknown
File020,E:\Users\John\Documents\File020,Unknown
File040,E:\Users\John\Documents\File040,Unknown
File044,E:\Users\John\Documents\File044,Unknown
File017,E:\Users\John\Documents\File017,ZIP
File088,E:\Users\John\Documents\File088,Unknown
File003,E:\Users\John\Documents\File003,Unknown
File015,E:\Users\John\Documents\File015,Unknown
File013,E:\Users\John\Documents\File013,"UTF-8(TEXT,BOM)"
File079,E:\Users\John\Documents\File079,Unknown
File064,E:\Users\John\Documents\File064,Unknown
File069,E:\Users\John\Documents\File069,PNG
File048,E:\Users\John\Documents\File048,"UTF-8(TEXT,BOM)"
File025,E:\Users\John\Documents\File025,PE/EXE
File010,E:\Users\John\Documents\File010,ZIP
File009,E:\Users\John\Documents\File009,PNG
File032,E:\Users\John\Documents\File032,ZIP
File007,E:\Users\John\Documents\File007,ZIP
File008,E:\Users\John\Documents\File008,PNG
File018,E:\Users\John\Documents\File018,PDF
File037,E:\Users\John\Documents\File037,ZIP
File066,E:\Users\John\Documents\File066,PDF
File045,E:\Users\John\Documents\File045,JPEG
File006,E:\Users\John\Documents\File006,ZIP
File029,E:\Users\John\Documents\File029,Unknown
File028,E:\Users\John\Documents\File028,Unknown
File027,E:\Users\John\Documents\File027,PE/EXE
File042,E:\Users\John\Documents\File042,PE/EXE
File012,E:\Users\John\Documents\File012,ZIP
File019,E:\Users\John\Documents\File019,PNG
File026,E:\Users\John\Documents\File026,Unknown
File005,E:\Users\John\Documents\File005,PE/EXE
File068,E:\Users\John\Documents\File068,PNG
File004,E:\Users\John\Documents\File004,Unknown
File065,E:\Users\John\Documents\File065,Unknown
File014,E:\Users\John\Documents\File014,ZIP
File034,E:\Users\John\Documents\File034,Unknown
File082,E:\Users\John\Documents\File082,Unknown
File030,E:\Users\John\Documents\File030,ZIP
File039,E:\Users\John\Documents\File039,"UTF-8(TEXT,BOM)"
File062,E:\Users\John\Documents\File062,PE/EXE
File038,E:\Users\John\Documents\File038,Unknown
File041,E:\Users\John\Documents\File041,PNG
File052,E:\Users\John\Documents\File052,JPEG
File046,E:\Users\John\Documents\File046,PE/EXE
File043,E:\Users\John\Documents\File043,ZIP
File047,E:\Users\John\Documents\File047,PE/EXE
File211,E:\Users\John\Documents\File211,ZIP
File193,E:\Users\John\Documents\File193,ZIP
File196,E:\Users\John\Documents\File196,ZIP
File201,E:\Users\John\Documents\File201,PE/EXE
File161,E:\Users\John\Documents\File161,ZIP
File210,E:\Users\John\Documents\File210,ZIP
File195,E:\Users\John\Documents\File195,Unknown
File192,E:\Users\John\Documents\File192,Unknown
File183,E:\Users\John\Documents\File183,ZIP
File178,E:\Users\John\Documents\File178,"UTF-8(TEXT,BOM)"
File156,E:\Users\John\Documents\File156,PDF
File189,E:\Users\John\Documents\File189,ZIP
File155,E:\Users\John\Documents\File155,PE/EXE
File173,E:\Users\John\Documents\File173,PE/EXE
File186,E:\Users\John\Documents\File186,Unknown
